Date,JPY to USD,USD TO AUD,USD to EUR,USD to GBP
2008-01-25,107.15,0.8821,1.4762,1.9761
2008-01-28,106.73,0.8811,1.4696,1.984
2008-01-29,106.95,0.8879,1.4781,1.9849
2008-01-30,107.03,0.8878,1.4769,1.9885
2008-01-31,106.16,0.8903,1.4856,1.9878
2008-02-01,106.47,0.896,1.486,1.9897
2008-02-04,106.64,0.9033,1.4795,1.9633
2008-02-05,106.69,0.9078,1.4826,1.974
2008-02-11,107.49,0.8964,1.4519,1.9458
2008-02-12,106.88,0.9039,1.4519,1.9503
2008-02-13,107.35,0.9038,1.4585,1.9598
2008-02-14,108.12,0.897,1.4569,1.9628
2008-02-15,107.74,0.901,1.464,1.9691
2008-02-18,107.87,0.9076,1.4673,1.9568
2008-02-19,108.23,0.9156,1.4649,1.9499
2008-02-20,107.87,0.9209,1.4725,1.948
2008-02-21,108.01,0.9194,1.4723,1.9428
2008-02-22,107.34,0.9197,1.4813,1.9634
2008-02-25,107.27,0.9228,1.4837,1.9695
2008-02-26,108.01,0.9278,1.483,1.967
2008-02-27,107.32,0.9341,1.501,1.9884
2008-02-28,106.46,0.941,1.5122,1.9826
2008-02-29,105.35,0.9474,1.5187,1.9881
2008-03-03,103.08,0.931,1.5209,1.9857
2008-03-04,103.53,0.9399,1.5199,1.9834
2008-03-05,103.37,0.9258,1.5209,1.9861
2008-03-06,103.9,0.9343,1.5279,1.9926
2008-03-07,102.64,0.9279,1.5393,2.013
2008-03-10,102.12,0.9276,1.5399,2.02
2008-03-11,101.78,0.9163,1.536,2.009
2008-03-12,103.39,0.9285,1.5343,2.0067
2008-03-13,101.48,0.9347,1.5536,2.0262
2008-03-14,100.59,0.945,1.5617,2.0321
2008-03-17,98.57,0.9429,1.5718,2.0164
2008-03-18,97.36,0.9216,1.5726,1.9986
2008-03-19,100.11,0.93,1.5633,2.0081
2008-03-20,98.78,0.9136,1.5641,1.9858
2008-03-21,99.08,0.9002,1.5454,1.9862
2008-03-24,99.56,0.8999,1.541,1.9802
2008-03-25,100.76,0.9093,1.5419,1.9859
2008-03-26,100.09,0.9163,1.5611,2.0027
2008-03-27,99.03,0.9198,1.5833,2.0077
2008-03-28,99.54,0.9201,1.5809,2.0064
2008-03-31,99.15,0.9153,1.5781,1.9938
2008-04-01,99.85,0.9132,1.5759,1.9833
2008-04-02,101.74,0.9071,1.5611,1.9777
2008-04-03,102.34,0.9144,1.5681,1.9872
2008-04-04,102.43,0.9153,1.5658,1.9944
2008-04-07,101.57,0.9222,1.5732,1.9931
2008-04-08,102.59,0.9258,1.5694,1.9878
2008-04-10,101.83,0.9295,1.5824,1.9743
2008-04-11,101.92,0.9319,1.5739,1.9715
2008-04-14,101.21,0.9246,1.5723,1.9683
2008-04-15,101.07,0.9262,1.583,1.9736
2008-04-16,101.81,0.9262,1.5784,1.9615
2008-04-17,101.84,0.9388,1.5956,1.9713
2008-04-18,102.41,0.9376,1.5908,1.9911
2008-04-21,103.95,0.9339,1.5806,1.9995
2008-04-22,103.29,0.9436,1.5911,1.9806
2008-04-23,102.9,0.9468,1.5981,1.9953
2008-04-24,103.46,0.9476,1.5878,1.9787
2008-04-25,104.28,0.9397,1.568,1.9729
2008-04-28,104.49,0.934,1.5605,1.982
2008-04-29,104.22,0.9383,1.5643,1.9907
2008-04-30,103.94,0.9324,1.5567,1.9673
2008-05-02,104.34,0.9334,1.5476,1.9784
2008-05-06,104.9,0.9463,1.5503,1.9739
2008-05-07,104.8,0.9496,1.5527,1.9719
2008-05-08,104.84,0.9394,1.538,1.9527
2008-05-09,103.86,0.9439,1.5398,1.9553
2008-05-13,103.83,0.9458,1.5533,1.9535
2008-05-14,104.63,0.9413,1.5476,1.9468
2008-05-15,105.14,0.9313,1.5465,1.9463
2008-05-16,104.85,0.9402,1.5437,1.9467
2008-05-19,104.11,0.9552,1.5582,1.9571
2008-05-20,104.38,0.9535,1.5529,1.9498
2008-05-21,103.58,0.958,1.5646,1.9673
2008-05-22,103.02,0.9623,1.5785,1.972
2008-05-23,104.03,0.9576,1.5734,1.9802
2008-05-26,103.29,0.9596,1.5774,1.9808
2008-05-27,103.38,0.961,1.5773,1.981
2008-05-28,104.2,0.9588,1.5696,1.9758
2008-05-29,104.68,0.962,1.5654,1.9805
2008-05-30,105.56,0.9557,1.5509,1.9742
2008-06-02,105.42,0.9547,1.5559,1.9732
2008-06-03,104.45,0.9545,1.5543,1.9654
2008-06-04,105.09,0.9513,1.5454,1.9628
2008-06-05,105.26,0.9571,1.5439,1.9542
2008-06-09,104.8,0.9623,1.5785,1.971
2008-06-10,106.3,0.9516,1.5645,1.9752
2008-06-11,107.34,0.9461,1.5463,1.9533
2008-06-12,106.9,0.9471,1.5553,1.9626
2008-06-13,107.88,0.9372,1.5454,1.9465
2008-06-16,108.27,0.9384,1.5387,1.9486
2008-06-17,108.14,0.9413,1.5473,1.964
2008-06-18,107.96,0.9442,1.5521,1.9573
2008-06-19,107.83,0.9456,1.5542,1.9589
2008-06-20,107.96,0.9497,1.5504,1.9719
2008-06-23,107.34,0.9532,1.5607,1.9745
2008-06-24,107.89,0.9517,1.5523,1.965
2008-06-25,107.8,0.9572,1.5568,1.9702
2008-06-26,107.85,0.9589,1.567,1.9744
2008-06-27,106.97,0.9554,1.5755,1.9875
2008-06-30,106.27,0.9617,1.5785,1.993
2008-07-01,106.16,0.9583,1.5756,1.9927
2008-07-02,106.07,0.9549,1.5789,1.9943
2008-07-03,105.93,0.9625,1.5881,1.9929
2008-07-04,106.72,0.9599,1.5697,1.9829
2008-07-07,106.8,0.9627,1.5699,1.9825
2008-07-08,107.15,0.9556,1.5721,1.9761
2008-07-09,107.47,0.9535,1.5666,1.9695
2008-07-10,106.86,0.9549,1.5729,1.9816
2008-07-11,107.09,0.9615,1.5784,1.9775
2008-07-14,106.39,0.9683,1.5921,1.9868
2008-07-15,106.17,0.9714,1.5897,1.9942
2008-07-16,104.76,0.9796,1.5902,2.0039
2008-07-17,105.22,0.9746,1.5813,1.9981
2008-07-18,106.21,0.9724,1.5851,1.9975
2008-07-21,106.94,0.9717,1.5833,1.9935
2008-07-22,106.54,0.9763,1.5914,2.0018
2008-07-23,107.24,0.9717,1.5789,1.9924
2008-07-24,107.94,0.9617,1.5687,1.9975
2008-07-25,107.36,0.9592,1.5688,1.9866
2008-07-28,107.87,0.9543,1.5696,1.9879
2008-07-29,107.45,0.9571,1.5741,1.9941
2008-07-30,108.12,0.9518,1.5585,1.9802
2008-07-31,108.11,0.9433,1.5578,1.9804
2008-08-01,107.835,0.9403,1.559,1.9828
2008-08-04,107.55,0.9294,1.5566,1.9736
2008-08-05,108.205,0.9296,1.5573,1.9622
2008-08-06,108.33,0.9161,1.546,1.9542
2008-08-07,109.58,0.9101,1.5416,1.9476
2008-08-08,109.42,0.9066,1.5331,1.943
2008-08-11,109.985,0.8864,1.496,1.9162
2008-08-12,110.18,0.8821,1.4889,1.9101
2008-08-13,109.33,0.8712,1.4906,1.8962
2008-08-14,109.155,0.8726,1.491,1.8671
2008-08-18,110.345,0.8656,1.4674,1.8634
2008-08-19,110.11,0.8673,1.4679,1.8634
2008-08-20,109.74,0.872,1.478,1.8675
2008-08-21,109.74,0.8727,1.4745,1.8623
2008-08-22,108.53,0.879,1.4887,1.8757
2008-08-25,109.825,0.8686,1.4788,1.8523
2008-08-26,109.24,0.8637,1.4757,1.8529
2008-08-27,109.62,0.8546,1.4644,1.8387
2008-08-28,109.495,0.858,1.4721,1.8355
2008-08-29,109.505,0.8618,1.47,1.8277
2008-09-01,108.55,0.8566,1.4689,1.8095
2008-09-02,108.07,0.8492,1.4596,1.7928
2008-09-03,108.63,0.836,1.4519,1.7823
2008-09-04,108.38,0.8343,1.4488,1.7745
2008-09-05,106.685,0.8164,1.427,1.7614
2008-09-08,108.525,0.8289,1.434,1.782
2008-09-09,108.0,0.8166,1.4151,1.7625
2008-09-10,107.135,0.8026,1.4137,1.7607
2008-09-11,107.695,0.7975,1.3981,1.7527
2008-09-12,107.15,0.803,1.3993,1.7548
2008-09-16,104.285,0.7969,1.4268,1.7942
2008-09-17,105.685,0.7963,1.4124,1.784
2008-09-18,104.425,0.789,1.4308,1.8142
2008-09-19,105.445,0.8031,1.4314,1.8169
2008-09-22,106.48,0.8306,1.4488,1.8321
2008-09-23,105.56,0.8446,1.4794,1.8567
2008-09-24,105.77,0.8376,1.4673,1.8529
2008-09-25,106.035,0.8344,1.4643,1.8507
2008-09-26,106.44,0.8357,1.4623,1.8394
2008-09-29,106.265,0.8312,1.4542,1.8334
2008-09-30,103.8,0.7978,1.4374,1.8012
2008-10-01,106.04,0.7925,1.4108,1.7836
2008-10-02,106.045,0.7924,1.4008,1.7692
2008-10-06,104.935,0.7697,1.3671,1.7687
2008-10-07,101.93,0.7239,1.3528,1.7452
2008-10-08,101.36,0.7082,1.3573,1.744
2008-10-09,99.64,0.6692,1.3636,1.7262
2008-10-10,99.47,0.6823,1.3597,1.7092
2008-10-13,100.585,0.6802,1.3617,1.7144
2008-10-14,102.255,0.7019,1.362,1.7433
2008-10-15,101.935,0.6999,1.3598,1.7402
2008-10-16,99.51,0.6542,1.3437,1.7199
2008-10-17,101.44,0.6883,1.3512,1.7346
2008-10-20,101.565,0.691,1.3419,1.7305
2008-10-21,101.985,0.7027,1.3322,1.7142
2008-10-22,100.49,0.6791,1.3067,1.6675
2008-10-23,97.71,0.6639,1.2772,1.6184
2008-10-24,97.67,0.6718,1.2926,1.622
2008-10-27,93.15,0.6149,1.2553,1.5706
2008-10-28,93.43,0.6036,1.2478,1.5558
2008-10-29,98.265,0.649,1.2822,1.6054
2008-10-30,97.355,0.6695,1.2949,1.6367
2008-10-31,98.88,0.6727,1.2888,1.6385
2008-11-03,98.41,0.6721,1.278,1.6105
2008-11-04,99.285,0.676,1.2607,1.5758
2008-11-05,99.895,0.7002,1.3021,1.5956
2008-11-06,98.06,0.6775,1.2944,1.5885
2008-11-07,97.475,0.6644,1.2679,1.5579
2008-11-10,99.04,0.6857,1.2817,1.5772
2008-11-11,97.975,0.6719,1.2753,1.5625
2008-11-12,97.64,0.6561,1.2511,1.538
2008-11-13,94.75,0.6372,1.2455,1.4869
2008-11-14,97.67,0.6663,1.278,1.4867
2008-11-17,96.515,0.6415,1.2555,1.4685
2008-11-18,96.395,0.6474,1.2646,1.4995
2008-11-19,96.8,0.6506,1.2631,1.4958
2008-11-20,95.925,0.6373,1.2492,1.497
2008-11-21,94.275,0.6119,1.2451,1.4765
2008-11-24,95.94,0.6345,1.2613,1.4945
2008-11-25,96.98,0.6533,1.2946,1.5178
2008-11-26,95.295,0.6495,1.3042,1.543
2008-11-27,95.44,0.6488,1.2878,1.5329
2008-11-28,95.425,0.6569,1.2899,1.5403
2008-12-01,95.555,0.6532,1.2709,1.5395
2008-12-02,93.135,0.6389,1.2613,1.4878
2008-12-03,93.295,0.6432,1.2717,1.4917
2008-12-04,93.325,0.6504,1.2721,1.4788
2008-12-05,92.365,0.6431,1.2768,1.4681
2008-12-08,92.695,0.6475,1.2724,1.4698
2008-12-09,92.94,0.664,1.2924,1.4882
2008-12-10,92.285,0.6572,1.2924,1.4753
2008-12-11,92.765,0.6552,1.3007,1.4776
2008-12-12,91.425,0.6709,1.3337,1.5021
2008-12-15,90.875,0.664,1.3397,1.4987
2008-12-16,90.66,0.6694,1.3697,1.5304
2008-12-17,89.1,0.6938,1.4055,1.5603
2008-12-18,87.36,0.7074,1.4417,1.5528
2008-12-19,89.405,0.6886,1.4286,1.5046
2008-12-22,89.26,0.6813,1.3927,1.4953
2008-12-23,90.225,0.683,1.3948,1.4824
2008-12-24,90.925,0.6784,1.3924,1.4722
2008-12-26,90.49,0.6833,1.4015,1.4738
2008-12-29,90.595,0.6851,1.4108,1.4664
2008-12-30,90.735,0.6871,1.397,1.4434
2008-12-31,90.215,0.6918,1.4125,1.4454
2009-01-02,90.8,0.7051,1.3992,1.4735
2009-01-05,92.175,0.7142,1.3914,1.4553
2009-01-06,93.24,0.7147,1.3626,1.4679
2009-01-07,93.365,0.7208,1.3517,1.4919
2009-01-08,92.635,0.7118,1.3642,1.51
2009-01-09,91.285,0.7112,1.3704,1.5236
2009-01-12,90.045,0.6991,1.3428,1.5103
2009-01-13,89.265,0.6809,1.3361,1.4811
2009-01-14,89.43,0.6656,1.3175,1.451
2009-01-15,88.925,0.6609,1.3169,1.4592
2009-01-16,89.94,0.6679,1.3148,1.4659
2009-01-19,91.235,0.6799,1.3376,1.4871
2009-01-20,90.58,0.6675,1.3075,1.4405
2009-01-21,89.755,0.646,1.285,1.3866
2009-01-22,89.345,0.6623,1.3045,1.3975
2009-01-23,88.88,0.6552,1.301,1.3889
2009-01-28,89.3,0.664,1.3206,1.4188
2009-01-29,90.42,0.6678,1.3165,1.4245
2009-01-30,89.975,0.6505,1.2924,1.4278
2009-02-02,89.735,0.6365,1.2767,1.4466
2009-02-03,89.44,0.6302,1.2816,1.4225
2009-02-04,89.4,0.6513,1.302,1.4432
2009-02-05,89.35,0.6409,1.2836,1.4446
2009-02-06,91.315,0.6522,1.2799,1.4634
2009-02-09,92.33,0.6755,1.2976,1.4865
2009-02-10,91.385,0.6783,1.2998,1.4895
2009-02-11,90.49,0.6563,1.2908,1.4541
2009-02-12,90.305,0.6547,1.2878,1.4366
2009-02-13,90.83,0.6551,1.2877,1.427
2009-02-16,91.68,0.6505,1.2761,1.4209
2009-02-17,91.685,0.6505,1.2788,1.429
2009-02-18,92.485,0.6361,1.2582,1.4236
2009-02-19,93.675,0.6383,1.2545,1.4234
2009-02-20,94.13,0.6467,1.2683,1.4295
2009-02-23,93.515,0.6463,1.2818,1.4406
2009-02-24,94.51,0.642,1.2706,1.4496
2009-02-25,96.69,0.6527,1.2867,1.4521
2009-02-26,97.53,0.647,1.2712,1.4206
2009-02-27,98.395,0.6477,1.2728,1.4309
2009-03-02,97.485,0.6356,1.2614,1.4263
2009-03-03,97.09,0.6297,1.2558,1.4027
2009-03-04,98.44,0.6374,1.2531,1.4027
2009-03-05,99.145,0.6483,1.2647,1.418
2009-03-06,98.15,0.6382,1.2543,1.4125
2009-03-09,98.235,0.6428,1.2701,1.4133
2009-03-10,99.08,0.6333,1.2596,1.3774
2009-03-11,98.725,0.6458,1.2691,1.3765
2009-03-12,97.395,0.6495,1.2823,1.3854
2009-03-13,97.695,0.6534,1.2903,1.3932
2009-03-16,98.135,0.6548,1.2857,1.392
2009-03-17,98.24,0.6589,1.2961,1.4065
2009-03-18,98.77,0.6625,1.3032,1.4054
2009-03-19,96.27,0.6795,1.3494,1.4296
2009-03-20,94.61,0.6878,1.3659,1.4494
2009-03-23,95.785,0.6916,1.3636,1.4478
2009-03-24,97.06,0.7042,1.3635,1.457
2009-03-25,98.135,0.6981,1.3488,1.4706
2009-03-26,97.56,0.6982,1.3587,1.4558
2009-03-27,98.765,0.7024,1.353,1.4466
2009-03-30,98.095,0.6914,1.3285,1.4287
2009-03-31,97.335,0.6805,1.319,1.426
2009-04-01,98.98,0.691,1.3244,1.4344
2009-04-02,98.625,0.6993,1.3242,1.4463
2009-04-03,99.68,0.717,1.3462,1.4726
2009-04-06,100.535,0.7166,1.3535,1.488
2009-04-07,100.85,0.7126,1.3405,1.4739
2009-04-08,100.675,0.7118,1.3277,1.4743
2009-04-09,99.775,0.7072,1.3244,1.468
2009-04-10,100.57,0.719,1.3145,1.4658
2009-04-13,100.395,0.7224,1.3176,1.4652
2009-04-14,100.11,0.731,1.3369,1.4852
2009-04-15,98.93,0.7232,1.3274,1.4913
2009-04-16,99.32,0.7268,1.3205,1.4985
2009-04-17,99.37,0.7211,1.3187,1.493
2009-04-20,99.36,0.7229,1.3032,1.4798
2009-04-21,98.095,0.7003,1.2934,1.455
2009-04-22,98.65,0.7093,1.2938,1.4667
2009-04-23,98.12,0.7075,1.3003,1.4489
2009-04-24,97.935,0.7132,1.314,1.4712
2009-04-27,96.71,0.7171,1.3223,1.4654
2009-04-28,96.535,0.7073,1.303,1.4633
2009-04-29,96.575,0.7062,1.3126,1.4622
2009-04-30,97.475,0.7238,1.3255,1.4751
2009-05-04,99.41,0.7342,1.3283,1.494
2009-05-06,98.91,0.7404,1.3316,1.5076
2009-05-07,98.45,0.7502,1.3317,1.5153
2009-05-08,99.13,0.7553,1.3394,1.503
2009-05-11,98.69,0.7671,1.3617,1.5199
2009-05-12,97.46,0.7593,1.359,1.513
2009-05-13,96.44,0.7662,1.3645,1.5266
2009-05-14,95.44,0.7536,1.3588,1.5151
2009-05-15,96.04,0.7603,1.3633,1.5229
2009-05-18,95.07,0.7501,1.3486,1.5178
2009-05-19,96.415,0.766,1.3561,1.5342
2009-05-20,96.14,0.7742,1.3632,1.5481
2009-05-21,94.865,0.7749,1.3774,1.5757
2009-05-22,94.18,0.7779,1.3906,1.5856
2009-05-25,94.67,0.7824,1.4018,1.5919
2009-05-26,94.795,0.78,1.3997,1.5899
2009-05-27,95.175,0.7882,1.3999,1.5957
2009-05-28,95.42,0.7777,1.384,1.5966
2009-05-29,96.865,0.7838,1.3926,1.5926
2009-06-01,95.32,0.8014,1.4126,1.619
2009-06-02,96.445,0.81,1.4167,1.6445
2009-06-03,95.66,0.8199,1.4299,1.6567
2009-06-04,96.09,0.8029,1.4158,1.631
2009-06-05,96.66,0.8003,1.4174,1.6117
2009-06-08,98.67,0.7941,1.3952,1.5959
2009-06-09,98.515,0.7924,1.3918,1.6066
2009-06-10,97.48,0.8015,1.4059,1.6304
2009-06-11,98.185,0.8024,1.398,1.6362
2009-06-12,97.565,0.8204,1.4111,1.6587
2009-06-15,98.39,0.8096,1.3991,1.6434
2009-06-16,97.78,0.795,1.3795,1.63
2009-06-17,96.455,0.7922,1.382,1.6386
2009-06-18,95.81,0.7939,1.3937,1.6384
2009-06-19,96.57,0.7999,1.3916,1.6367
2009-06-22,96.12,0.8017,1.3935,1.6468
2009-06-23,95.815,0.7867,1.3865,1.6349
2009-06-24,95.17,0.7933,1.4071,1.6437
2009-06-25,95.8,0.7972,1.394,1.6431
2009-06-26,95.955,0.8036,1.3989,1.6372
2009-06-29,95.38,0.8054,1.4049,1.6498
2009-06-30,96.14,0.8094,1.4083,1.6572
2009-07-01,96.33,0.8059,1.4039,1.6463
2009-07-02,96.66,0.8085,1.4137,1.6474
2009-07-03,95.97,0.7927,1.3958,1.634
2009-07-06,95.92,0.7948,1.3966,1.6307
2009-07-07,95.235,0.7955,1.3973,1.6271
2009-07-08,94.745,0.7885,1.3913,1.6127
2009-07-09,92.715,0.7776,1.3875,1.6049
2009-07-10,93.015,0.7847,1.4021,1.6336
2009-07-13,92.41,0.7805,1.3965,1.6209
2009-07-14,92.965,0.7836,1.3993,1.6265
2009-07-15,93.445,0.7937,1.3967,1.6319
2009-07-16,94.175,0.8015,1.4091,1.6416
2009-07-17,93.79,0.8041,1.4142,1.6417
2009-07-20,94.27,0.8035,1.4129,1.6354
2009-07-21,94.09,0.8146,1.4224,1.6537
2009-07-22,93.715,0.8161,1.4217,1.6447
2009-07-23,93.555,0.8152,1.4206,1.6456
2009-07-24,95.095,0.8148,1.4166,1.6515
2009-07-27,94.735,0.817,1.4211,1.6433
2009-07-28,95.245,0.8222,1.4237,1.6477
2009-07-29,94.415,0.8241,1.4162,1.6405
2009-07-30,95.09,0.8161,1.4032,1.6362
2009-07-31,95.485,0.8244,1.4074,1.6497
2009-08-03,94.805,0.8353,1.4254,1.6712
2009-08-04,95.285,0.8416,1.441,1.6935
2009-08-05,95.285,0.8445,1.4414,1.6955
2009-08-06,94.955,0.8412,1.4417,1.6998
2009-08-07,95.485,0.8408,1.4362,1.6791
2009-08-10,97.49,0.8358,1.4186,1.6679
2009-08-11,96.96,0.8358,1.4131,1.6475
2009-08-12,96.025,0.8296,1.4153,1.6488
2009-08-13,96.115,0.8334,1.4204,1.6505
2009-08-14,95.38,0.842,1.4282,1.6564
2009-08-17,94.675,0.8304,1.4177,1.6496
2009-08-18,94.415,0.822,1.4094,1.6346
2009-08-19,94.84,0.8268,1.4132,1.655
2009-08-20,94.015,0.8287,1.4231,1.6535
2009-08-21,94.205,0.8318,1.4257,1.6512
2009-08-24,94.505,0.8367,1.4333,1.6506
2009-08-25,94.42,0.8368,1.4288,1.641
2009-08-26,94.205,0.8344,1.4297,1.6343
2009-08-27,94.195,0.8279,1.4249,1.624
2009-08-28,93.545,0.8388,1.4353,1.6279
2009-08-31,93.405,0.8404,1.4291,1.624
2009-09-01,93.03,0.8439,1.4339,1.6291
2009-09-02,92.795,0.8271,1.4219,1.6156
2009-09-03,92.16,0.8348,1.4273,1.6273
2009-09-04,92.69,0.8398,1.4255,1.6334
2009-09-07,93.14,0.853,1.4316,1.6414
2009-09-08,93.015,0.8558,1.4338,1.6333
2009-09-09,92.34,0.8645,1.4509,1.6519
2009-09-10,92.09,0.8619,1.4555,1.6532
2009-09-11,91.74,0.8626,1.4579,1.6652
2009-09-14,90.325,0.8628,1.4592,1.6677
2009-09-15,90.84,0.8612,1.4628,1.6592
2009-09-16,90.965,0.8629,1.466,1.6481
2009-09-17,90.95,0.8722,1.4706,1.6479
2009-09-18,91.165,0.8711,1.4737,1.6452
2009-09-21,91.32,0.8664,1.4703,1.6238
2009-09-22,92.01,0.8636,1.4683,1.6218
2009-09-23,91.085,0.8756,1.4798,1.6366
2009-09-24,91.455,0.868,1.4718,1.6339
2009-09-25,91.325,0.8638,1.465,1.6025
2009-09-28,88.75,0.8669,1.472,1.5837
2009-09-29,89.655,0.8734,1.4634,1.589
2009-09-30,90.135,0.8729,1.4589,1.5962
2009-10-01,89.91,0.8836,1.4646,1.6002
2009-10-05,89.565,0.8675,1.4608,1.5938
2009-10-06,89.535,0.8774,1.4652,1.5938
2009-10-07,88.755,0.8902,1.4718,1.5919
2009-10-08,88.645,0.8906,1.4696,1.5964
2009-10-09,88.57,0.9036,1.4773,1.6054
2009-10-12,89.825,0.9052,1.4734,1.5855
2009-10-13,89.745,0.9075,1.4781,1.581
2009-10-14,89.765,0.9065,1.4847,1.5928
2009-10-15,89.445,0.9154,1.4931,1.5999
2009-10-16,90.655,0.9211,1.4942,1.6287
2009-10-19,91.085,0.9163,1.4913,1.6359
2009-10-20,90.65,0.9276,1.4961,1.6399
2009-10-21,90.715,0.9231,1.4932,1.6377
2009-10-22,90.935,0.9276,1.5016,1.6616
2009-10-23,91.36,0.9283,1.5036,1.6624
2009-10-26,92.14,0.9217,1.5004,1.632
2009-10-27,92.215,0.9159,1.4865,1.6317
2009-10-28,91.77,0.9166,1.4811,1.6382
2009-10-29,90.765,0.9006,1.4721,1.6394
2009-10-30,91.465,0.9154,1.4837,1.6558
2009-11-02,89.785,0.8982,1.474,1.6436
2009-11-03,90.41,0.9052,1.4777,1.6396
2009-11-04,90.305,0.9038,1.472,1.6417
2009-11-05,90.765,0.9104,1.4867,1.6551
2009-11-06,90.745,0.9094,1.4867,1.6583
2009-11-09,89.695,0.9212,1.4879,1.6656
2009-11-10,89.95,0.9309,1.5002,1.6772
2009-11-11,89.76,0.9302,1.4985,1.673
2009-11-12,89.92,0.931,1.4986,1.6578
2009-11-13,90.385,0.9237,1.4848,1.658
2009-11-16,89.545,0.9343,1.4932,1.671
2009-11-17,89.07,0.9357,1.4969,1.6827
2009-11-18,89.325,0.9302,1.4869,1.681
2009-11-19,89.31,0.9288,1.4962,1.6746
2009-11-20,88.95,0.9186,1.4913,1.6649
2009-11-23,88.875,0.9133,1.4857,1.6485
2009-11-24,89.025,0.9249,1.4966,1.6612
2009-11-25,88.525,0.9212,1.4964,1.6581
2009-11-26,87.245,0.9318,1.5141,1.6704
2009-11-27,86.35,0.9104,1.5003,1.6499
2009-11-30,86.585,0.9123,1.5005,1.6511
2009-12-01,86.335,0.9164,1.5008,1.6441
2009-12-02,86.765,0.9248,1.5083,1.6614
2009-12-03,87.55,0.9267,1.5061,1.6654
2009-12-04,88.3,0.9239,1.5053,1.6533
2009-12-07,90.275,0.9154,1.4864,1.6457
2009-12-08,89.395,0.9148,1.4832,1.6449
2009-12-09,88.345,0.9038,1.4711,1.6278
2009-12-10,88.07,0.9099,1.4738,1.6295
2009-12-11,88.275,0.9162,1.4725,1.6277
2009-12-14,89.265,0.9116,1.4625,1.6224
2009-12-15,88.685,0.9152,1.4651,1.6304
2009-12-16,89.67,0.9064,1.4537,1.627
2009-12-17,89.875,0.9004,1.4529,1.6333
2009-12-18,89.78,0.8835,1.4331,1.6158
2009-12-21,90.445,0.8904,1.4321,1.613
2009-12-22,91.175,0.8793,1.4276,1.6048
2009-12-23,91.8,0.8762,1.4254,1.5967
2009-12-24,91.625,0.8793,1.4333,1.5962
2009-12-28,91.585,0.8835,1.4365,1.5949
2009-12-29,91.67,0.887,1.4375,1.6
2009-12-30,91.97,0.8946,1.4356,1.5905
2009-12-31,92.46,0.895,1.4339,1.6082
2010-01-04,92.925,0.8996,1.4332,1.6131
2010-01-05,92.425,0.912,1.4409,1.6091
2010-01-06,91.665,0.9121,1.4366,1.5987
2010-01-07,92.36,0.9193,1.4404,1.6012
2010-01-08,93.505,0.9173,1.4308,1.5926
2010-01-11,92.56,0.9283,1.4418,1.6067
2010-01-12,92.045,0.9294,1.4516,1.6115
2010-01-13,91.085,0.921,1.4489,1.6163
2010-01-14,91.425,0.9238,1.451,1.628
2010-01-15,91.21,0.9312,1.4501,1.6343
2010-01-18,90.815,0.9211,1.4357,1.6272
2010-01-19,90.65,0.9264,1.4409,1.6356
2010-01-20,91.095,0.9218,1.4279,1.6362
2010-01-21,91.25,0.9109,1.4107,1.6294
2010-01-22,90.23,0.9009,1.4073,1.618
2010-01-25,90.02,0.9028,1.4156,1.6115
2010-01-26,90.285,0.9042,1.4148,1.6246
2010-01-27,89.605,0.8991,1.4071,1.6136
2010-01-28,89.94,0.897,1.4031,1.6173
2010-01-29,89.86,0.8926,1.3961,1.6125
2010-02-01,90.17,0.8832,1.3865,1.5938
2010-02-02,90.72,0.8922,1.3932,1.5963
2010-02-03,90.4,0.8861,1.3966,1.5976
2010-02-04,90.925,0.8806,1.3891,1.5915
2010-02-05,89.275,0.8677,1.373,1.5765
2010-02-08,89.22,0.8679,1.3663,1.5603
2010-02-09,89.245,0.8633,1.3655,1.5593
2010-02-10,89.78,0.8783,1.3793,1.5706
2010-02-11,89.96,0.8755,1.3742,1.5598
2010-02-12,89.735,0.8903,1.3689,1.5693
2010-02-16,90.035,0.8888,1.3597,1.5661
2010-02-17,90.255,0.9013,1.3763,1.5784
2010-02-18,91.2,0.8985,1.3603,1.5684
2010-02-19,92.06,0.8909,1.3478,1.5468
2010-02-22,91.675,0.8993,1.3604,1.5434
2010-02-23,91.225,0.9,1.3601,1.5482
2010-02-24,90.225,0.8919,1.3516,1.5439
2010-02-25,90.175,0.8932,1.3543,1.5411
2010-02-26,89.155,0.888,1.3546,1.5265
2010-03-02,89.165,0.9011,1.3567,1.4994
2010-03-03,88.78,0.9039,1.3612,1.4966
2010-03-04,88.495,0.9055,1.3706,1.5106
2010-03-05,89.145,0.8991,1.3575,1.503
2010-03-08,90.48,0.9101,1.3645,1.5167
2010-03-09,90.265,0.9081,1.3622,1.5044
2010-03-10,89.93,0.9156,1.3605,1.5007
2010-03-11,90.56,0.9156,1.3652,1.4977
2010-03-12,90.665,0.9158,1.3686,1.5086
2010-03-15,90.625,0.9173,1.3763,1.518
2010-03-16,90.46,0.9131,1.3677,1.505
2010-03-17,90.355,0.9191,1.3765,1.5237
2010-03-18,90.38,0.9233,1.3734,1.532
2010-03-19,90.42,0.9204,1.3612,1.5248
2010-03-22,90.485,0.9137,1.352,1.4994
2010-03-23,90.225,0.9184,1.3561,1.5107
2010-03-24,90.42,0.9183,1.3483,1.5025
2010-03-25,92.085,0.9107,1.3336,1.4893
